"ID","Filum","Clase","Orden","Familia","Género","Especie trófica","Nombre común","Hábitat","Dominio","Referencia",""
"232","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Steno","Steno_bredanensis","","","","Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",""
"233","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mesoplodon_peruvianus","","","","Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",""
"234","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mesoplodon_densirostris","","","","Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",""
"235","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mesoplodon_mirus","","","","Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",""
"236","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mesoplodon_ginkgodens","","","","Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",""
"237","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mesoplodon_mirus","","","","Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",""
"238","Mollusca","Cephalopoda ","Oegopsida","Ancistrocheiridae ","Ancistrocheirus","Ancistrocheirus","","","","Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",""
"239","Chordata","Aves","Procellariiformes ","Diomedeidae ","Thalassarche","Thalassarche_melanophris","","","","Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",""
"240","Chordata","Actinopteri","Perciformes","Nototheniidae ","Notothenia","Notothenia_rossii","","","","Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",""
"241","Chordata","Actinopterygii","Perciformes","Nototheniidae","Dissostichus","Dissostichus_eleginoides","Merluza negra","Demersal","","Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",""
"242","Chordata","Aves","Sphenisciformes","Spheniscidae ","Eudyptes ","Eudyptes_chrysocome_chrysocome","","","CCH","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"243","Chordata","Aves","Sphenisciformes","Spheniscidae ","Spheniscus","Spheniscus_magellanicus_female","Pinguino Magallánico","Pelágico","CCH, CB","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"244","Chordata","Aves","Sphenisciformes","Spheniscidae ","Spheniscus","Spheniscus_magellanicus_male","Pinguino Magallánico","Pelágico","CCH, CB","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"245","Chordata","Actinopteri ","Gadiformes","Macrouridae","Macrurus","Macrurus_magellanicus","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"246","Chordata","Aves","Pelecaniformes","Phalacrocoracidae ","Phalacrocorax ","Phalacrocorax ","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.","Cormoranes"
"247","Chordata","Aves","Procellariiformes","N/A","N/A","Procellariiformes","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.","Albatros"
"248","Chordata","Aves","Procellariiformes","Procellariidae","N/A","Procellariidae","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.","Petreles"
"249","Chordata","Mammalia","Cetartiodactyla","Delphinidae ","Delphinus","Delphinus","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"250","Chordata","Mammalia","Carnivora","Otariidae ","Otaria","Otaria","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"251","Mollusca","Cephalopoda","N/A","N/A","N/A","Cephalopoda","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"252","Arthropoda","Malacostraca","Amphipoda","Hyperiidae ","Themisto","Themisto_gaudichaudii","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"253","Arthropoda","Malacostraca","Euphausiacea","N/A","N/A","Euphausiacea","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"254","Arthropoda","Malacostraca","Amphipoda ","N/A","N/A","Amphipoda ","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"255","Mollusca","Cephalopoda","N/A","N/A","N/A","Cephalopoda_juvenil","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"256","Chordata","Vertebrata","N/A","N/A","N/A","Larva_peces","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"257","Chordata","Actinopteri ","Clupeiformes ","Clupeidae","Sprattus","Sprattus_fuegensis","Sardina fueguina, Fuegian sprat","Pelágico","CCH, CB","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.","Sardina fueguina"
"258","Mollusca","Cephalopoda ","Myopsida","Loliginidae ","Loligo","Loligo_gahi","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"259","Arthropoda","Malacostraca","Decapoda","Munididae","Munida","Munida_gregaria","Langosta en cuclillas","Bentopelágico","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"260","Chordata","Mammalia","Cetartiodactyla","Delphinidae ","Lagenorhynchus","Lagenorhynchus_australis","Delfín Austral","Pelágico","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"261","Chordata","Actinopteri ","Clupeiformes ","Engraulidae","N/A","Engraulidae","","","","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",""
"262","Chordata","Mammalia","Carnivora ","Phocidae ","Mirounga","Mirounga_leonina","","","CAA","Ropert-Coudert, Y., Hindell, M. A., Phillips, R. A., Charrassin, J. B., Trudelle, L., & Raymond, B. (2014). 8. Biogeographic Patterns of Birds and Mammals.",""
"263","Chordata","Mammalia","Cetartiodactyla","Ziphiidae ","Berardius","Berardius_arnuxii","","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"264","Chordata","Mammalia","Cetartiodactyla","Ziphiidae ","Hyperoodon","Hyperoodon_planifrons","","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"265","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mesoplodon_bowdoini","","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"266","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mesoplodon_grayi","","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"267","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mesoplodon_hectori","","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"268","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mesoplodon_layardii","","","CAA","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"269","Chordata","Mammalia","Cetartiodactyla","Ziphiidae ","Tasmacetus","Tasmacetus_shepherdi","","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"270","Chordata","Mammalia","Cetartiodactyla","Ziphiidae ","Ziphius","Ziphius_cavirostris","","","CAA","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"271","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Cephalorhynchus","Cephalorhynchus_commersonii","","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"272","Chordata","Mammalia","Cetartiodactyla ","Balaenidae","Eubalaena","Eubalaena_australis","","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"273","Mollusca","Cephalopoda ","Myopsida","Loliginidae ","Loligo","Loligo_gahi","","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"274","Mollusca","Cephalopoda ","Oegopsida ","Ommastrephidae ","llex","Illex_argentinus","Calamar o Pota argentina","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"275","Chordata","Actinopteri ","Gadiformes ","Merlucciidae ","Macruronus","Macruronus_magellanicus","Merluza de cola","Demersal","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"276","Chordata","Actinopteri ","Gadiformes ","Merlucciidae ","Merluccius","Merluccius_australis","Merluza austral","Demersal","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"277","Chordata","Actinopteri ","Perciformes","Channichthyidae ","Champsocephalus","Champsocephalus_aceratus","","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"278","Mollusca","Cephalopoda ","Oegopsida","Cranchiidae ","Galiteuthis","Galiteuthis_glacialis","","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
"279","Arthropoda","Malacostraca","Euphausiacea ","Euphausiidae ","Euphausia","Euphausia_lucens","","","","Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",""
